Order Reference	Order Reference	Order Date	Customer	Salesperson	Activities	Company	Total	Invoice Status
VSO/2500856	Order #10457043	2025-12-16 11:12:27	Petopia Pet Salon	Finance		Velocity International Trading LLC	1,592.850	Nothing to Invoice
VSO/2500852	Order #10457039	2025-12-16 10:19:12	Pets Lounge Pets Grooming LLC	Hafnas Nasar		Velocity International Trading LLC	4,440.750	Nothing to Invoice
VSO/2500840	InstaShop 26-11-2025 to 30-11-2025	2025-12-12 20:21:05	Customer Via Pet Central	Orders & Dispatch		Velocity International Trading LLC	13,094.770	Nothing to Invoice
VSO/2500838	InstaShop 26-11-2025 to 30-11-2025	2025-12-12 20:16:30	Customer Via Pet Central	Orders & Dispatch		Velocity International Trading LLC	13,094.770	Nothing to Invoice
VSO/2500834		2025-12-12 19:25:24	Customer Via Pet Central	Finance		Velocity International Trading LLC	112.370	Nothing to Invoice
VSO/2500790	InstaShop 26-11-2025 to 30-11-2025	2025-12-11 14:35:58	Customer Via Pet Central	Orders & Dispatch		Velocity International Trading LLC	13,094.770	Nothing to Invoice
VSO/2500770	03-12-2025 Insta Sale	2025-12-09 18:09:46	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	1,646.390	Nothing to Invoice
VSO/2500730	Velocity Oman - Primal / INABA / Nulo	2025-12-03 18:54:33	Velocity International  LLC	Finance		Velocity International Trading LLC	49,620.500	Nothing to Invoice
VSO/2500687	Pet Central 10-11-2025 to 16-11-2025	2025-11-27 13:24:57	Customer Via Pet Central	Orders & Dispatch		Velocity International Trading LLC	22,768.100	Nothing to Invoice
VSO/2500701	RQ/ 2511049	2025-11-25 13:15:47	Za'abeel Office - His Highness the Ruler's Court	Hafnas Nasar		Velocity International Trading LLC	15,499.520	Nothing to Invoice
VSO/2500696	Order #10456984	2025-11-25 10:17:30	Iris Pet Animal Accessories LLC	Orders & Dispatch		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2500693	Order #10456981	2025-11-23 20:09:34	Haiwanati Pets Trading LLC	Finance		Velocity International Trading LLC	417.900	Nothing to Invoice
VSO/2500688	Mr. Siqender	2025-11-21 17:30:58	Cash Customer	Orders & Dispatch		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2500682	Mr. Mark Aqua Mart	2025-11-21 12:22:17	Cash Customer	Orders & Dispatch		Velocity International Trading LLC	1,250.030	Nothing to Invoice
VSO/2500652	Velocity Oman	2025-11-16 15:25:00	Velocity International  LLC	Finance		Velocity International Trading LLC	100,296.960	Nothing to Invoice
VSO/2500639		2025-11-14 15:38:01	Cash Customer	Orders & Dispatch		Velocity International Trading LLC	1,864.640	Nothing to Invoice
VSO/2500587	This is duplicate Need to delet it	2025-11-10 10:45:26	Animal Zone LLC	Orders & Dispatch		Velocity International Trading LLC	573.740	Nothing to Invoice
VSO/2500548		2025-11-06 17:35:26	KMK Pets L.L.C.	Hafnas Nasar		Velocity International Trading LLC	787.500	Nothing to Invoice
VSO/2500543	Order #10456904	2025-11-05 19:08:37	Petzi	Hafnas Nasar		Velocity International Trading LLC	1,461.140	Nothing to Invoice
VSO/2500542	Order #10456904	2025-11-05 19:08:15	Petzi	Hafnas Nasar		Velocity International Trading LLC	1,461.140	Nothing to Invoice
VSO/2500518	this is duplicate pls delet it	2025-11-05 19:01:52	The Pet Stop Trading LLC	Orders & Dispatch		Velocity International Trading LLC	3,504.340	Nothing to Invoice
VSO/2500540	Order #10456928	2025-11-05 18:12:06	KMK Pets L.L.C.	Finance		Velocity International Trading LLC	2,835.000	Nothing to Invoice
VSO/2500487		2025-11-02 22:27:05	Customer Via Pet Central	Hafnas Nasar		Velocity International Trading LLC	41,028.390	Nothing to Invoice
VSO/2500461		2025-11-02 21:19:46	Hafnas Nasar	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2500414	Amazon 13th Oct to 23 Oct 2025	2025-10-30 17:57:47	Customer Via Amazon	Hafnas Nasar		Velocity International Trading LLC	106,108.220	Nothing to Invoice
VSO/2500270	Instashop orders 28/10/2025	2025-10-28 21:42:20	Customer Via Instashop	Finance		Velocity International Trading LLC	2,129.740	Nothing to Invoice
VSO/2500378		2025-10-28 20:25:32	Customer Via Amazon	Hafnas Nasar		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2500370	Order #10456905	2025-10-28 19:54:18	Y E S International Trading LLC	Finance		Velocity International Trading LLC	561.690	Nothing to Invoice
VSO/2500367		2025-10-28 18:30:19	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	98.930	Nothing to Invoice
VSO/2500366	4th October 2025	2025-10-28 18:11:16	Customer Via Amazon	Hafnas Nasar		Velocity International Trading LLC	12,803.430	Nothing to Invoice
VSO/2500234		2025-10-24 21:56:37	Customer Via Pet Central	Hafnas Nasar		Velocity International Trading LLC	38,207.570	Nothing to Invoice
VSO/2500172	10456890	2025-10-24 18:34:11	Smart Pets Care LLC - S.C.P	Orders & Dispatch		Velocity International Trading LLC	1,720.470	Nothing to Invoice
VSO/2500102	DO NOT USE THIS	2025-10-22 23:25:28	Amore Veterinary Clinic	Hafnas Nasar		Velocity International Trading LLC	228.900	Nothing to Invoice
VSO/2500100	DO NOT USE THIS	2025-10-22 23:23:20	Amore Veterinary Clinic	Hafnas Nasar		Velocity International Trading LLC	4.200	Nothing to Invoice
VSO/2500037	Manual request By Nikey GSG	2025-10-15 11:34:59	German Standard Veterinary Medicines Trading L.L.C	Finance		Velocity International Trading LLC	16,898.700	Nothing to Invoice
VSO/2500025	WS10456828	2025-10-14 20:05:34	BIRDS EXHIBITION	Orders & Dispatch		Velocity International Trading LLC	3,073.910	Nothing to Invoice
VSO/2500018		2025-10-13 20:21:34	DME Group for Animals & Birds Feed Trading Co. LLC	Hafnas Nasar		Velocity International Trading LLC	277.830	Nothing to Invoice
VSO/2500014		2025-10-13 19:54:39	Customer Via Instashop	Finance		Velocity International Trading LLC	372.170	Nothing to Invoice
VSO/2500008		2025-10-13 16:26:56	Marketplace E Commerce L.L.C	Orders & Dispatch		Velocity International Trading LLC	0.000	Nothing to Invoice
VSO/2500007		2025-10-11 19:29:18	Cash Customer	Hafnas Nasar		Velocity International Trading LLC	115.000	Nothing to Invoice
VSO/2500006		2025-10-11 19:27:37	Pets 4 you	Hafnas Nasar		Velocity International Trading LLC	10.490	Nothing to Invoice
to invoice (1)							8,381.836	
VSO/2601064	Tropic Marin July to Dec Sold	2026-01-06 17:39:34	BPK Global Trading LLC	Hafnas Nasar		Velocity International Trading LLC	8,381.836	To Invoice
